,ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,Tipo
416,2018-0142,1,2018-12-25,1900-01-01 13:30:00,GRAL PAZ,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS,PASAJEROS,Altura
417,2018-0143,1,2018-12-29,1900-01-01 05:25:00,AVENIDA,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO,AUTO,Cruce
418,2019-0001,1,2019-01-08,1900-01-01 08:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,MOTO,CARGAS,Cruce
419,2019-0002,1,2019-01-09,1900-01-01 04:00:00,AVENIDA,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO,CARGAS,Cruce
420,2019-0003,1,2019-01-12,1900-01-01 08:00:00,AVENIDA,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO,AUTO,Cruce
421,2019-0004,1,2019-01-14,1900-01-01 19:58:00,AVENIDA,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO,PASAJEROS,Cruce
422,2019-0005,1,2019-01-19,1900-01-01 12:00:00,AVENIDA,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO,CARGAS,Cruce
423,2019-0006,1,2019-01-23,1900-01-01 05:45:00,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON,AUTO,Altura
424,2019-0007,1,2019-01-26,1900-01-01 19:34:00,CALLE,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.6107166,MOTO,AUTO,Cruce
425,2019-0008,1,2019-01-30,1900-01-01 22:45:00,GRAL PAZ,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MOTO,MULTIPLE,Altura
426,2019-0009,1,2019-01-31,1900-01-01 14:55:00,AVENIDA,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO,AUTO,Cruce
427,2019-0010,2,2019-02-02,1900-01-01 07:50:00,AVENIDA,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,AUTO,Altura
428,2019-0011,1,2019-02-10,1900-01-01 01:00:00,GRAL PAZ,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.5183993,-34.66252488,PEATON,AUTO,Cruce
429,2019-0012,1,2019-02-17,1900-01-01 03:16:00,AVENIDA,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO,AUTO,Cruce
430,2019-0013,1,2019-02-20,1900-01-01 07:30:00,CALLE,SALVIGNY y MOM,7,-58.4338383,-34.64457699,PEATON,AUTO,Cruce
431,2019-0014,1,2019-02-20,1900-01-01 17:30:00,CALLE,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,Altura
432,2019-0015,1,2019-02-23,1900-01-01 06:57:00,AVENIDA,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,Altura
433,2019-0016,1,2019-02-24,1900-01-01 02:00:00,CALLE,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO,PASAJEROS,Cruce
434,2019-0017,1,2019-03-03,1900-01-01 07:00:00,CALLE,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO,PASAJEROS,Cruce
435,2019-0018,1,2019-03-03,1900-01-01 23:30:00,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON,AUTO,Cruce
436,2019-0019,1,2019-03-06,1900-01-01 12:00:00,AVENIDA,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO,AUTO,Altura
437,2019-0020,1,2019-03-07,1900-01-01 21:01:00,AVENIDA,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO,AUTO,Altura
438,2019-0021,1,2019-03-15,1900-01-01 22:50:00,AVENIDA,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO,AUTO,Cruce
439,2019-0022,1,2019-03-15,1900-01-02 00:00:00,AVENIDA,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO,SD,Altura
440,2019-0023,1,2019-03-16,1900-01-01 08:28:00,GRAL PAZ,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,Cruce
441,2019-0024,1,2019-03-19,1900-01-14 07:12:00,AVENIDA,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO,CARGAS,Altura
442,2019-0025,1,2019-03-22,1900-01-01 13:10:00,CALLE,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON,AUTO,Cruce
443,2019-0026,1,2019-03-28,1900-01-01 07:32:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON,PASAJEROS,Cruce
444,2019-0027,1,2019-03-28,1900-01-01 11:11:00,AVENIDA,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,Cruce
445,2019-0028,1,2019-04-06,1900-01-01 09:15:00,AVENIDA,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,PEATON,PASAJEROS,Cruce
446,2019-0029,1,2019-04-07,1900-01-01 10:15:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,Cruce
447,2019-0030,1,2019-04-09,1900-01-01 16:00:00,CALLE,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO,CARGAS,Cruce
448,2019-0031,1,2019-04-12,1900-01-01 19:55:00,AVENIDA,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS,Cruce
449,2019-0032,1,2019-04-16,1900-01-01 11:00:00,AVENIDA,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.6044379,PEATON,AUTO,Cruce
450,2019-0033,1,2019-04-18,1900-01-01 01:00:00,AUTOPISTA,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO,SD,Cruce
451,2019-0034,1,2019-04-21,1900-01-01 09:08:00,AVENIDA,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,Altura
452,2019-0035,1,2019-04-23,1900-01-01 14:10:00,CALLE,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON,BICICLETA,Altura
453,2019-0036,1,2019-04-26,1900-01-01 22:46:00,CALLE,RIGLOS y FORMOSA,6,-58.4368044,-34.62147504,MOTO,AUTO,Cruce
454,2019-0037,1,2019-05-01,1900-01-01 23:10:00,AVENIDA,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO,AUTO,Altura
455,2019-0038,1,2019-05-04,1900-01-01 14:10:00,AVENIDA,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON,MOTO,Cruce
456,2019-0039,1,2019-05-09,1900-01-01 03:05:00,AVENIDA,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO,AUTO,Cruce
457,2019-0040,1,2019-05-09,1900-01-01 12:45:00,CALLE,PUAN y SANTANDER,7,-58.4426358,-34.63679732,MOTO,SD,Cruce
458,2019-0041,1,2019-05-11,1900-01-01 20:30:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,AUTO,MULTIPLE,Cruce
459,2019-0042,1,2019-05-14,1900-01-01 15:00:00,CALLE,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON,PASAJEROS,Cruce
460,2019-0043,1,2019-05-21,1900-01-01 09:00:00,AVENIDA,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS,Cruce
461,2019-0044,1,2019-05-27,1900-01-01 12:45:00,AVENIDA,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON,MOTO,Altura
462,2019-0045,1,2019-06-03,1900-01-01 07:27:00,AVENIDA,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO,CARGAS,Cruce
463,2019-0046,1,2019-06-04,1900-01-01 09:00:00,GRAL PAZ,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO,AUTO,Cruce
464,2019-0047,1,2019-06-06,1900-01-01 10:00:00,AVENIDA,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON,CARGAS,Altura
465,2019-0048,1,2019-06-07,1900-01-01 07:00:00,AVENIDA,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO,CARGAS,Altura
466,2019-0049,1,2019-06-08,1900-01-01 09:20:00,CALLE,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON,CARGAS,Cruce
467,2019-0050,1,2019-06-08,1900-01-01 23:35:00,AVENIDA,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO,CARGAS,Cruce
468,2019-0051,1,2019-06-11,1900-01-01 10:00:00,CALLE,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO,AUTO,Cruce
469,2019-0053,1,2019-06-14,1900-01-01 17:20:00,AVENIDA,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO,AUTO,Cruce
470,2019-0054,1,2019-06-20,1900-01-01 03:00:00,CALLE,GANDARA 2976,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,Altura
471,2019-0055,1,2019-06-20,1900-01-01 19:45:00,AVENIDA,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO,PASAJEROS,Cruce
472,2019-0056,1,2019-06-29,1900-01-01 17:16:00,AVENIDA,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON,AUTO,Altura
473,2019-0057,1,2019-07-05,1900-01-01 19:00:00,CALLE,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,PEATON,AUTO,Cruce
474,2019-0058,1,2019-07-10,1900-01-01 09:20:00,AUTOPISTA,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,MOTO,PASAJEROS,Altura
475,2019-0059,1,2019-07-13,1900-01-01 22:35:00,CALLE,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.3841088,-34.63099197,MOTO,PASAJEROS,Cruce
476,2019-0060,1,2019-07-17,1900-01-01 11:20:00,AVENIDA,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON,AUTO,Cruce
477,2019-0061,1,2019-07-17,1900-01-01 18:40:00,CALLE,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.5578132,PEATON,PASAJEROS,Cruce
478,2019-0062,1,2019-08-01,1900-01-01 23:00:00,AVENIDA,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON,PASAJEROS,Cruce
479,2019-0063,1,2019-08-04,1900-01-01 01:30:00,AVENIDA,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,MOTO,PASAJEROS,Cruce
480,2019-0064,1,2019-08-06,1900-01-01 03:15:00,AVENIDA,BOYACA AV. y AVELLANEDA AV.,7,-58.4596221,-34.6224514,MOTO,AUTO,Cruce
481,2019-0065,1,2019-08-08,1900-01-01 16:45:00,CALLE,BARCO CENTENERA DEL y TILCARA,4,-58.4197085,-34.65414867,PEATON,PASAJEROS,Cruce
482,2019-0066,1,2019-08-11,1900-01-01 21:15:00,AVENIDA,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON,AUTO,Cruce
483,2019-0067,1,2019-08-14,1900-01-01 15:00:00,CALLE,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,MOTO,CARGAS,Altura
484,2019-0068,1,2019-08-14,1900-01-01 17:40:00,AVENIDA,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO,MOTO,Altura
485,2019-0069,1,2019-08-17,1900-01-01 05:25:00,AVENIDA,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,MOTO,AUTO,Altura
486,2019-0070,1,2019-08-22,1900-01-01 12:30:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.4268668,-34.59217875,MOTO,BICICLETA,Cruce
487,2019-0071,1,2019-08-27,1900-01-01 11:30:00,AVENIDA,PRIMERA JUNTA y OLIVERA AV.,9,-58.479611,-34.65620398,PEATON,CARGAS,Cruce
488,2019-0072,1,2019-08-28,1900-01-01 06:20:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO,AUTO,Cruce
489,2019-0073,1,2019-08-29,1900-01-01 01:50:00,AVENIDA,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,Altura
490,2019-0074,1,2019-08-29,1900-01-01 09:00:00,AUTOPISTA,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO,CARGAS,Cruce
491,2019-0075,1,2019-08-30,1900-01-01 23:20:00,CALLE,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,MOTO,PASAJEROS,Cruce
492,2019-0076,1,2019-09-05,1900-01-01 18:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO,CARGAS,Cruce
493,2019-0077,1,2019-09-08,1900-01-01 03:40:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,PEATON,AUTO,Cruce
494,2019-0078,1,2019-09-12,1900-01-01 08:25:00,AVENIDA,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.6541774,PEATON,CARGAS,Cruce
495,2019-0079,1,2019-09-17,1900-01-01 05:30:00,CALLE,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,MOTO,PASAJEROS,Cruce
496,2019-0080,1,2019-09-17,1900-01-04 18:40:00,GRAL PAZ,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON,MOTO,Cruce
497,2019-0081,1,2019-09-23,1900-01-01 16:00:00,AVENIDA,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON,PASAJEROS,Altura
498,2019-0082,1,2019-09-25,1900-01-01 07:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.6611974,BICICLETA,CARGAS,Altura
499,2019-0083,1,2019-09-26,1900-01-01 08:00:00,CALLE,MONTE y CORVALAN,9,-58.48457413,-34.6583909,AUTO,AUTO,Cruce
500,2019-0084,1,2019-09-27,1900-01-01 11:45:00,CALLE,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS,Cruce
501,2019-0085,1,2019-10-09,1900-01-01 22:18:00,CALLE,CARDOSO y BACACAY,10,-58.49261744,-34.6341913,BICICLETA,TREN,Cruce
502,2019-0086,1,2019-10-15,1900-01-01 14:10:00,AVENIDA,CORRIENTES AV. 6700,15,-58.45283186,-34.5884156,MOTO,PASAJEROS,Altura
503,2019-0087,1,2019-10-21,1900-01-01 21:00:00,AVENIDA,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO,MOTO,Cruce
504,2019-0088,1,2019-10-22,1900-01-01 20:00:00,AVENIDA,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS,Cruce
505,2019-0089,1,2019-10-23,1900-01-01 15:45:00,AVENIDA,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON,CARGAS,Cruce
506,2019-0090,1,2019-10-24,1900-01-01 18:26:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON,MOTO,Altura
507,2019-0091,1,2019-11-01,1900-01-01 20:50:00,AVENIDA,"JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PEATON,PASAJEROS,Cruce
508,2019-0092,1,2019-11-03,1900-01-01 10:30:00,CALLE,"BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PEATON,PASAJEROS,Cruce
509,2019-0093,1,2019-11-13,1900-01-01 11:50:00,AVENIDA,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA,OTRO,Cruce
510,2019-0094,1,2019-11-18,1900-01-01 14:00:00,CALLE,CAMARGO y SERRANO,15,-58.44368628,-34.59724326,MOTO,OTRO,Cruce
511,2019-0095,1,2019-11-20,1900-01-01 15:30:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO,CARGAS,Cruce
512,2019-0096,1,2019-11-22,1900-01-01 19:33:00,AVENIDA,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PEATON,PASAJEROS,Cruce
513,2019-0097,1,2019-11-25,1900-01-01 08:50:00,AUTOPISTA,AUTOPISTA PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MOTO,MULTIPLE,Altura
514,2019-0098,1,2019-11-25,1900-01-01 14:00:00,AVENIDA,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,Altura
515,2019-0100,1,2019-12-05,1900-01-01 17:30:00,AVENIDA,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,MOTO,AUTO,Altura
516,2019-0101,1,2019-12-17,1900-01-01 04:20:00,AVENIDA,"MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO,MOTO,Cruce
517,2019-0102,1,2019-12-17,1900-01-01 14:30:00,CALLE,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO,AUTO,Cruce
518,2019-0103,1,2019-12-18,,GRAL PAZ,"PAZ, GRAL. AV. y GRIVEO",11,-58.52169422,-34.5947164,MOTO,MOTO,Cruce
519,2019-0104,1,2019-12-21,1900-01-01 04:25:00,AVENIDA,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO,AUTO,Cruce
520,2019-0105,1,2019-05-05,1900-01-01 11:00:00,AVENIDA,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON,AUTO,Cruce
521,2020-0001,1,2020-01-04,1900-01-01 10:40:00,CALLE,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON,AUTO,Cruce
522,2020-0002,1,2020-01-05,1900-01-01 20:00:00,AVENIDA,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,Cruce
523,2020-0003,1,2020-01-11,1900-01-01 06:00:00,AVENIDA,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON,AUTO,Cruce
524,2020-0004,1,2020-01-14,1900-01-01 21:40:00,AVENIDA,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON,PASAJEROS,Cruce
525,2020-0005,1,2020-01-14,1900-01-01 06:00:00,AVENIDA,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO,PASAJEROS,Cruce
526,2020-0006,1,2020-01-20,1900-01-01 12:55:00,AVENIDA,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO,CARGAS,Altura
527,2020-0007,1,2020-01-27,1900-01-01 00:37:00,CALLE,CHILE y LIMA,1,-58.3815685,-34.61648696,PEATON,MOTO,Cruce
528,2020-0008,1,2020-01-30,1900-01-01 07:10:00,AVENIDA,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO,CARGAS,Cruce
529,2020-0009,1,2020-02-04,1900-01-01 14:50:00,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.6060085,PEATON,AUTO,Cruce
530,2020-0010,1,2020-02-08,1900-01-01 05:45:00,AVENIDA,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,Cruce
531,2020-0011,1,2020-02-12,1900-01-01 11:29:00,CALLE,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO,CARGAS,Altura
532,2020-0012,1,2020-02-18,1900-01-01 21:00:00,CALLE,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON,MOTO,Altura
533,2020-0013,1,2020-02-20,1900-01-01 12:00:00,AVENIDA,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON,MOTO,Cruce
534,2020-0014,1,2020-02-27,1900-01-01 02:14:00,CALLE,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO,PASAJEROS,Cruce
535,2020-0015,1,2020-02-28,1900-01-01 14:30:00,AVENIDA,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO,PASAJEROS,Cruce
536,2020-0016,1,2020-02-29,1900-01-01 13:00:00,AVENIDA,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON,PASAJEROS,Altura
537,2020-0017,1,2020-03-05,1900-01-01 23:00:00,AVENIDA,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON,AUTO,Cruce
538,2020-0018,1,2020-03-09,1900-01-01 14:00:00,AVENIDA,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,Altura
539,2020-0019,1,2020-03-10,1900-01-01 21:00:00,CALLE,CONSTITUCION y CASTRO,5,-58.41972364,-34.6284667,PEATON,AUTO,Cruce
540,2020-0020,1,2020-03-13,1900-01-01 17:30:00,AVENIDA,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON,MOTO,Cruce
541,2020-0021,1,2020-03-14,1900-01-01 16:50:00,CALLE,"BRAVO, MARIO 1279",2,-58.4145159,-34.59488319,PEATON,AUTO,Altura
542,2020-0022,1,2020-04-07,1900-01-01 06:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO,CARGAS,Cruce
543,2020-0023,1,2020-04-09,1900-01-01 18:42:00,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO,CARGAS,Cruce
544,2020-0024,1,2020-04-24,1900-01-01 07:58:00,CALLE,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO,AUTO,Altura
545,2020-0025,1,2020-05-12,1900-01-01 05:35:00,AVENIDA,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON,AUTO,Altura
546,2020-0026,1,2020-05-17,1900-01-01 06:40:00,AUTOPISTA,nan,14,,,MOTO,OBJETO FIJO,Altura
547,2020-0027,1,2020-05-18,1900-01-01 08:00:00,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON,CARGAS,Cruce
548,2020-0028,1,2020-05-19,1900-01-01 10:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON,PASAJEROS,Cruce
549,2020-0029,1,2020-06-10,1900-01-01 14:00:00,GRAL PAZ,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON,PASAJEROS,Cruce
550,2020-0030,1,2020-06-16,1900-01-01 15:00:00,AVENIDA,SAN MARTIN AV. 1550,6,-58.45158942,-34.6064658,MOTO,MULTIPLE,Altura
551,2020-0031,1,2020-06-30,1900-01-01 08:00:00,AVENIDA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO,CARGAS,Cruce
552,2020-0032,1,2020-07-10,1900-01-01 23:00:00,AVENIDA,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO,AUTO,Cruce
553,2020-0033,1,2020-07-19,1900-01-01 06:25:00,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,Cruce
554,2020-0034,1,2020-08-02,1900-01-01 03:20:00,CALLE,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON,AUTO,Cruce
555,2020-0035,1,2020-08-04,1900-01-01 05:30:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS,Cruce
556,2020-0036,1,2020-08-07,1900-01-01 18:40:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.5877879,PEATON,MOTO,Cruce
