,ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,Tipo
557,2020-0037,1,2020-08-29,1900-01-01 04:30:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,AUTO,Cruce
558,2020-0038,2,2020-08-30,1900-01-01 04:00:00,AVENIDA,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO,Cruce
559,2020-0039,1,2020-09-01,1900-01-01 19:17:42,CALLE,MURGUIONDO,9,,,PEATON,CARGAS,Altura
560,2020-0040,1,2020-09-12,1900-01-01 03:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,AUTO,OBJETO FIJO,Cruce
561,2020-0041,1,2020-09-28,1900-01-01 01:45:00,AVENIDA,"CURAPALIGUE y PERON, EVA AV.",7,-58.4475047,-34.63491705,MOTO,PASAJEROS,Cruce
562,2020-0042,1,2020-09-29,1900-01-01 17:10:00,AVENIDA,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON,PASAJEROS,Cruce
563,2020-0043,1,2020-09-30,1900-01-01 17:20:00,AVENIDA,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON,PASAJEROS,Cruce
564,2020-0044,1,2020-10-05,1900-01-01 00:20:00,AVENIDA,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO,AUTO,Altura
565,2020-0045,1,2020-10-19,1900-01-01 03:00:00,GRAL PAZ,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,CARGAS,Cruce
566,2020-0046,1,2020-10-27,1900-01-01 21:00:00,AVENIDA,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.4844016,-34.60776782,MOTO,MOTO,Cruce
567,2020-0047,1,2020-10-27,1900-01-01 14:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON,CARGAS,Cruce
568,2020-0048,1,2020-10-29,1900-01-01 20:20:00,AVENIDA,DORREGO AV. 614,15,-58.4495878,-34.59322448,MOTO,OBJETO FIJO,Altura
569,2020-0049,1,2020-10-30,1900-01-01 20:00:00,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON,AUTO,Cruce
570,2020-0050,1,2020-11-01,1900-01-01 22:00:00,AVENIDA,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,MOTO,Cruce
571,2020-0051,1,2020-11-05,1900-01-01 00:40:00,AVENIDA,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO,AUTO,Cruce
572,2020-0052,1,2020-11-07,1900-01-01 06:50:00,AVENIDA,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA,CARGAS,Cruce
573,2020-0053,1,2020-11-09,1900-01-01 03:30:00,AVENIDA,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,AUTO,AUTO,Cruce
574,2020-0054,1,2020-11-19,1900-01-01 09:00:00,CALLE,INCLAN y ALBERTI,4,-58.39956546,-34.6297708,BICICLETA,AUTO,Cruce
575,2020-0055,1,2020-11-19,1900-01-01 12:30:00,AVENIDA,OLAZABAL AV. 5437,12,-58.49005682,-34.5786897,PEATON,CARGAS,Altura
576,2020-0056,1,2020-11-21,1900-01-01 13:00:00,GRAL PAZ,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO,CARGAS,Cruce
577,2020-0057,1,2020-11-23,1900-01-01 07:45:00,AVENIDA,"NAZCA AV. y VIALE, LUIS",11,-58.4750156,-34.61945902,PEATON,AUTO,Cruce
578,2020-0058,1,2020-11-24,1900-01-01 16:00:00,AVENIDA,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON,AUTO,Cruce
579,2020-0059,1,2020-12-01,1900-01-01 06:35:00,CALLE,BRASIL 1100,1,-58.3795169,-34.62794241,PEATON,PASAJEROS,Altura
580,2020-0060,1,2020-12-03,1900-01-01 20:30:00,AVENIDA,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON,MOTO,Cruce
581,2020-0061,1,2020-12-03,1900-01-01 14:40:00,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO,CARGAS,Cruce
582,2020-0062,1,2020-12-04,1900-01-01 17:19:00,CALLE,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS,Altura
583,2020-0063,2,2020-12-05,1900-01-01 07:10:00,CALLE,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,Cruce
584,2020-0065,1,2020-12-05,1900-01-01 16:00:00,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,AUTO,Cruce
585,2020-0066,1,2020-12-07,1900-01-01 04:30:00,AUTOPISTA,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,Altura
586,2020-0067,1,2020-12-11,1900-01-01 22:00:00,AVENIDA,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PASAJEROS,Cruce
587,2020-0068,1,2020-12-12,1900-01-01 20:30:00,AVENIDA,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO,AUTO,Cruce
588,2020-0069,1,2020-12-15,1900-01-01 05:20:00,AVENIDA,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO,PASAJEROS,Cruce
589,2020-0070,1,2020-12-17,1900-01-01 15:35:00,AVENIDA,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON,PASAJEROS,Cruce
590,2020-0071,1,2020-12-17,1900-01-01 23:00:00,AVENIDA,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON,AUTO,Cruce
591,2020-0072,1,2020-12-19,1900-01-01 03:30:00,AVENIDA,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA,AUTO,Cruce
592,2020-0073,1,2020-12-20,1900-01-01 07:40:00,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,Cruce
593,2020-0074,1,2020-12-20,1900-01-01 21:00:00,AVENIDA,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO,AUTO,Cruce
594,2020-0075,1,2020-12-23,1900-01-01 14:00:00,AVENIDA,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON,PASAJEROS,Cruce
595,2020-0076,1,2020-12-24,1900-01-01 12:30:00,AVENIDA,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO,PASAJEROS,Cruce
596,2020-0077,2,2020-12-25,1900-01-01 06:40:00,AVENIDA,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO,Cruce
597,2020-0078,1,2020-12-25,1900-01-01 05:50:00,CALLE,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS,Altura
598,2020-0079,1,2020-12-27,1900-01-01 04:15:00,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,Cruce
599,2021-0001,1,2021-01-06,1900-01-01 18:00:00,AUTOPISTA,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO,AUTO,Altura
600,2021-0002,1,2021-01-07,1900-01-01 10:20:00,AVENIDA,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO,CARGAS,Cruce
601,2021-0003,1,2021-01-10,1900-01-01 07:40:00,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,Altura
602,2021-0004,1,2021-01-11,1900-01-01 09:12:18,AVENIDA,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON,CARGAS,Cruce
603,2021-0005,1,2021-01-11,1900-01-01 21:30:00,AVENIDA,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON,AUTO,Altura
604,2021-0006,1,2021-01-12,1900-01-01 21:00:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO,CARGAS,Cruce
605,2021-0007,1,2021-01-18,1900-01-01 10:00:00,AVENIDA,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO,MOTO,Cruce
606,2021-0008,1,2021-01-22,1900-01-01 23:30:00,AVENIDA,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PASAJEROS,Cruce
607,2021-0009,1,2021-01-23,1900-01-01 05:30:00,AVENIDA,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO,Cruce
608,2021-0010,1,2021-01-23,1900-01-01 08:00:00,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,AUTO,Cruce
609,2021-0011,1,2021-01-27,1900-01-01 01:04:26,AVENIDA,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON,AUTO,Altura
610,2021-0012,1,2021-01-29,1900-01-01 20:07:22,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON,AUTO,Cruce
611,2021-0013,1,2021-01-31,1900-01-01 06:10:00,AVENIDA,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO,Cruce
612,2021-0014,1,2021-02-02,1900-01-01 00:50:00,AVENIDA,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON,AUTO,Cruce
613,2021-0015,1,2021-02-06,1900-01-01 03:05:00,AVENIDA,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.5972499,MOTO,OBJETO FIJO,Cruce
614,2021-0016,1,2021-02-14,1900-01-01 05:50:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO,Cruce
615,2021-0017,1,2021-02-17,1900-01-01 04:10:00,AVENIDA,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO,PASAJEROS,Cruce
616,2021-0018,1,2021-02-20,1900-01-01 19:00:00,CALLE,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON,AUTO,Cruce
617,2021-0019,1,2021-02-21,1900-01-01 01:20:00,AVENIDA,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO,Cruce
618,2021-0020,1,2021-02-21,1900-01-01 15:00:00,CALLE,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON,CARGAS,Cruce
619,2021-0021,1,2021-02-26,1900-01-01 05:30:00,CALLE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO,Cruce
620,2021-0022,1,2021-02-28,1900-01-01 12:00:00,AVENIDA,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS,SD,Cruce
621,2021-0023,1,2021-03-01,1900-01-01 09:20:00,AUTOPISTA,nan,4,,,MOTO,CARGAS,Altura
622,2021-0024,1,2021-03-03,1900-01-01 16:30:00,AVENIDA,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA,CARGAS,Cruce
623,2021-0025,1,2021-03-11,1900-01-01 03:45:00,GRAL PAZ,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO,OTRO,Cruce
624,2021-0026,1,2021-03-15,1900-01-01 02:35:00,AUTOPISTA,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,Cruce
625,2021-0027,1,2021-03-16,1900-01-01 15:30:00,GRAL PAZ,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO,CARGAS,Cruce
626,2021-0028,1,2021-03-29,1900-01-01 17:20:00,AVENIDA,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON,PASAJEROS,Cruce
627,2021-0029,1,2021-03-31,1900-01-01 18:05:00,AVENIDA,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO,AUTO,Cruce
628,2021-0030,1,2021-04-03,1900-01-01 18:30:00,CALLE,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON,PASAJEROS,Altura
629,2021-0031,1,2021-04-07,1900-01-01 10:29:00,AVENIDA,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON,CARGAS,Altura
630,2021-0032,1,2021-04-10,1900-01-01 19:55:00,AUTOPISTA,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON,MOTO,Cruce
631,2021-0033,1,2021-04-14,1900-01-01 17:50:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO,Cruce
632,2021-0034,1,2021-04-19,1900-01-01 14:40:00,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO,CARGAS,Cruce
633,2021-0035,1,2021-05-03,1900-01-01 09:20:00,AVENIDA,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO,CARGAS,Cruce
634,2021-0036,1,2021-05-09,1900-01-01 06:00:00,GRAL PAZ,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO,Cruce
635,2021-0037,1,2021-05-11,1900-01-01 07:10:00,AVENIDA,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON,PASAJEROS,Cruce
636,2021-0038,1,2021-05-14,1900-01-01 11:40:00,AVENIDA,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO,CARGAS,Cruce
637,2021-0039,1,2021-05-15,1900-01-01 12:09:00,AVENIDA,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA,AUTO,Cruce
638,2021-0040,1,2021-05-20,1900-01-01 05:50:00,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO,AUTO,Cruce
639,2021-0041,1,2021-05-20,1900-01-01 08:30:00,AVENIDA,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.5772806,PEATON,PASAJEROS,Cruce
640,2021-0042,1,2021-05-21,1900-01-01 05:00:00,AVENIDA,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON,PASAJEROS,Altura
641,2021-0043,1,2021-05-22,1900-01-01 18:26:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON,AUTO,Cruce
642,2021-0044,1,2021-05-25,1900-01-01 02:00:00,AVENIDA,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO,Cruce
643,2021-0045,1,2021-05-26,1900-01-01 17:24:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MULTIPLE,Cruce
644,2021-0046,1,2021-05-31,1900-01-01 02:00:00,AVENIDA,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,Cruce
645,2021-0047,1,2021-06-02,1900-01-01 16:00:00,AVENIDA,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO,AUTO,Cruce
646,2021-0048,1,2021-06-03,1900-01-01 09:58:00,AVENIDA,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.5698141,BICICLETA,AUTO,Cruce
647,2021-0049,1,2021-06-03,1900-01-01 20:30:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO,AUTO,Altura
648,2021-0050,1,2021-06-10,1900-01-01 13:30:00,AVENIDA,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO,PASAJEROS,Altura
649,2021-0051,1,2021-06-15,1900-01-01 19:20:00,AVENIDA,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS,Cruce
650,2021-0052,1,2021-06-20,1900-01-01 05:40:00,GRAL PAZ,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO,Altura
651,2021-0053,1,2021-06-20,1900-01-01 12:00:00,AVENIDA,CORRIENTES AV. 5783,15,-58.44399875,-34.5947736,PEATON,BICICLETA,Altura
652,2021-0054,1,2021-06-22,1900-01-01 14:44:00,CALLE,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO,CARGAS,Cruce
653,2021-0055,1,2021-06-29,1900-01-01 12:20:00,AVENIDA,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO,CARGAS,Cruce
654,2021-0056,1,2021-07-09,1900-01-01 23:25:00,AVENIDA,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.6500828,BICICLETA,AUTO,Cruce
655,2021-0057,1,2021-07-10,1900-01-01 23:30:00,AUTOPISTA,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO,Altura
656,2021-0058,1,2021-07-21,1900-01-01 00:40:00,GRAL PAZ,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON,AUTO,Cruce
657,2021-0059,1,2021-07-22,1900-01-01 01:20:00,AVENIDA,"GARAY, JUAN DE AV. 2269",3,-58.3964074,-34.62783085,AUTO,OBJETO FIJO,Altura
658,2021-0060,1,2021-07-22,1900-01-01 12:30:00,AVENIDA,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.6111224,PEATON,PASAJEROS,Cruce
659,2021-0061,1,2021-07-24,1900-01-01 09:15:00,AVENIDA,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS,Cruce
660,2021-0062,1,2021-07-27,1900-01-01 07:16:00,AVENIDA,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO,CARGAS,Altura
661,2021-0063,1,2021-08-02,1900-01-01 04:40:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO,AUTO,Altura
662,2021-0064,1,2021-08-02,1900-01-01 20:00:00,GRAL PAZ,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON,CARGAS,Cruce
663,2021-0065,1,2021-08-06,1900-01-01 08:30:00,AVENIDA,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.6269973,PEATON,PASAJEROS,Cruce
664,2021-0066,1,2021-08-06,1900-01-01 20:00:00,AVENIDA,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON,PASAJEROS,Cruce
665,2021-0067,1,2021-08-08,1900-01-01 09:29:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO,Cruce
666,2021-0068,1,2021-08-15,1900-01-01 06:10:00,AVENIDA,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO,Altura
667,2021-0069,1,2021-08-20,1900-01-01 17:15:00,AVENIDA,SANTA FE AV. 3428,14,-58.41354692,-34.5869768,PEATON,AUTO,Altura
668,2021-0070,1,2021-08-28,1900-01-01 08:30:00,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO,CARGAS,Cruce
669,2021-0071,1,2021-08-31,1900-01-01 16:00:00,CALLE,SAN LUIS 2730,3,-58.4045461,-34.60003693,PEATON,MOTO,Altura
670,2021-0072,1,2021-09-01,1900-01-01 19:10:00,AVENIDA,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON,AUTO,Cruce
671,2021-0073,1,2021-09-18,1900-01-01 12:20:00,AVENIDA,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA,AUTO,Cruce
672,2021-0074,1,2021-09-20,1900-01-01 15:00:00,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,MULTIPLE,Cruce
673,2021-0075,1,2021-09-21,1900-01-01 14:30:00,CALLE,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON,CARGAS,Cruce
674,2021-0076,1,2021-10-16,1900-01-01 06:15:00,AVENIDA,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO,Altura
675,2021-0077,1,2021-10-18,1900-01-01 07:20:00,AVENIDA,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO,CARGAS,Altura
676,2021-0078,1,2021-10-23,1900-01-01 06:35:00,AVENIDA,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO,PASAJEROS,Cruce
677,2021-0079,1,2021-10-25,1900-01-01 03:30:00,CALLE,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON,AUTO,Altura
678,2021-0080,1,2021-10-28,1900-01-01 16:16:00,AVENIDA,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.5943016,MOTO,AUTO,Cruce
679,2021-0081,1,2021-11-02,1900-01-01 13:35:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO,CARGAS,Cruce
680,2021-0082,1,2021-11-06,1900-01-01 04:39:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO,AUTO,Cruce
681,2021-0083,1,2021-11-09,1900-01-01 00:35:00,AVENIDA,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO,AUTO,Cruce
682,2021-0084,1,2021-11-11,1900-01-01 03:00:00,AVENIDA,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,Cruce
683,2021-0085,1,2021-11-20,1900-01-01 18:30:00,GRAL PAZ,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,Cruce
684,2021-0086,1,2021-11-25,1900-01-01 10:10:00,AVENIDA,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON,PASAJEROS,Cruce
685,2021-0087,1,2021-11-27,1900-01-01 11:22:00,CALLE,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON,BICICLETA,Altura
686,2021-0088,1,2021-12-01,1900-01-01 15:40:00,CALLE,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO,AUTO,Cruce
687,2021-0089,1,2021-12-02,1900-01-01 01:10:00,AVENIDA,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO,AUTO,Altura
688,2021-0090,1,2021-12-10,1900-01-01 11:45:00,AVENIDA,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON,PASAJEROS,Cruce
689,2021-0091,1,2021-12-11,1900-01-01 23:00:00,CALLE,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO,AUTO,Cruce
690,2021-0092,1,2021-12-12,1900-01-01 06:20:00,AVENIDA,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.4059686,-34.61011987,PEATON,AUTO,Cruce
691,2021-0093,1,2021-12-13,1900-01-01 17:10:00,AVENIDA,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO,AUTO,Cruce
692,2021-0094,1,2021-12-20,1900-01-01 01:10:00,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO,AUTO,Cruce
693,2021-0095,1,2021-12-30,1900-01-01 00:43:00,AVENIDA,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO,CARGAS,Cruce
694,2021-0096,1,2021-12-15,1900-01-01 10:30:00,AVENIDA,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO,CARGAS,Altura
695,2021-0097,1,2021-11-18,1900-01-01 06:10:00,CALLE,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA,AUTO,Altura
